sentence,sense_labels,dim1,dim2
"Political pressure within Persia and cultural differences with western Christianity were mostly to blame for the Nestorian schism, in the course of which the Roman Empire church hierarchy labelled the Church of the East heretical.
",2,-0.1923574,-2.7190132
"Although most commentators placed the blame for the swindle on Russian himself by denouncing him as a manipulative con man, others were more sympathetic.
",1,-2.2466803,1.2160567
"In 2012, McCartney revealed that he did not blame Ono for the breakup of the Beatles and credited Ono with inspiring much of Lennon's post-Beatles work.
",2,0.6008857,-3.48063
"Savige also bore some of the blame, for failing to ensure that his subordinates understood and carried out the plan.
",1,-1.9962952,1.1466652
"In 2004, he published a book of the man's memoirs, entitled ""Otis Lee Crenshaw: I Blame Society"", and in 2007 he finished a screenplay for a film based on the book, written for the director Mel Smith.
",0,8.953818,1.7682368
"Allegedly poor design of the exit itself soon became the primary source of blame.
",1,-0.6199594,0.8747381
"70 that a plural executive leads to a lack of accountability because there is no single person to blame for misconduct.
",2,-1.0398811,-3.243201
"In general, researchers just can’t take much credit or blame.
",1,-1.536078,1.094037
"The amygdala has been found to contribute when we blame others, but not when we respond to their positive actions.
",2,0.009480785,-1.3946611
"The incident has been the subject of conspiracy theories saying the events are part of a false flag operation, that the attacks were staged by those who hoped to cast the blame on Trump supporters.
",1,-2.1041884,1.8373955
"They feel abandoned, says John L. Allen Jr., 'and whenever you feel that way, there's a natural desire to find someone to blame.'""
",2,-0.44807032,-1.451787
"The ""Hennessy Report"" was published on 26 January 1984 placing most of the blame for the escape on prison staff, and made a series of recommendations to improve security at the prison.
",1,-1.7261443,1.8960843
"Commenting on this passage of the novel, Jabari Asim, author of ""The N Word: Who Can Say It, Who Shouldn't, and Why"", says it is ""one of the more charitable passages in ""Gone With the Wind"", Margaret Mitchell hesitated to blame black 'insolence' during Reconstruction solely on 'mean niggers', of which, she said, there were few even in slavery days.""
",2,0.15023327,-3.425133
"Nixon puts the blame on others: on the public that supports him although - or even because - he is a scam artist and a petty thief, just like the majority of them, as he sees it.
",1,-2.7034323,1.9679703
"The issue of which side was to blame grew during the early nineteenth century.
",2,0.51068944,-1.0307103
"In January 2017, Peter leaves cigarettes at Leanne's flat and Toyah attempts to take the blame, but Simon is forced to cover for her.
",1,-1.9470843,2.6785748
"He wished to exculpate the blame for Germany's war guilt articulated through an acquaintance with Colonel House.
",1,-1.6034594,1.4747726
"Post-race, Harvick described the incident as ""I just lost the front end, honestly"", apportioning blame on himself.
",1,-1.6165779,1.8041711
"Her mother-in-law, Dowager Empress Xiang, however, favoured empress Meng against her, though she later admitted, that both Meng and Liu had a temper and were both to blame for their infected rivalry, which caused several scenes at court.
",2,-0.6602528,-3.3516161
"Taking The Blame is a 1935 Fleischer Studios animated short film starring Betty Boop and featuring Pudgy the Puppy.
",0,8.140522,3.5519822
"In a later episode, titled ""Criss-Cross"" he appeared as a doctor 'Doc Adams' whose son is a thief whom Josh has brought in, only to lose the bounty because the doctor paid someone else to take the blame.
",1,-1.6625373,2.5925403
"Oliver overheard that House is facing felony vandalism charges, and had offered to take the blame for House as he believed he was about to die, but House realized that Oliver will likely live.
",1,-2.2158911,2.704749
"Jensen never played for the Bulls again and then GM and lineman James Thornton placed the blame on the Bulls management.
",1,-2.296986,2.0610557
"When a story ran that night on ""The New York Times"" website that Fox had an ""overt interest"" in O'Brien and was not going along with the plan, Zucker reasoned that Polone was to blame.
",2,-0.8955122,-1.8073891
"It was also held that, for a successful claim based on constructive dismissal, the employer must not only be responsible for the circumstances which induce the employee to resign; it must also be to blame for those circumstances.
",2,-1.0290179,-1.6682281
"So she can blame Rick for that, but she's horrified by her own culpability.""
",2,0.4504657,-2.2598689
"The blame for the failure of the parachute was initially laid at Cayley's door, but tests later revealed that although Cayley had neglected to mention the additional weight of the parachute in his paper, the cause of the crash had been a combination of the parachute's weight and its flimsy construction, in particular the weak stitching connecting the fabric to the hoops.
",1,-2.1746018,1.6260816
"The blame of a poor decision is shared within the group, allocating less responsibility to each member for the decision than it would have been if the decision was made by one person alone.
",1,-2.1299734,1.6158946
"A false flag operation is an act committed with the intent of disguising the actual source of responsibility and pinning blame on another party.
",1,-1.5033237,2.0957007
"The leader of the NSW SFF, Robert Borsak, promotes climate change denialism, stating that ""scientific research, reports and arguments supporting human blame for climate change, were wrong"".
",1,-0.4151884,0.95441633
"As a young man, Wang came to blame the Qing dynasty for holding China back, and making it too weak to fight off exploitation by Western imperialist powers.
",2,0.6390998,-2.6268752
"As the court held the plaintiff was held 60 percent of the blame for her own injury, damages were reduced accordingly.
",1,-2.0033529,1.6445963
"It was first thought that the ants were linked to the decline of overwintering birds such as the loggerhead shrike (""Lanius ludovicianus""), but a later study showed that ant eradication efforts using the pesticide Mirex, which was known to have toxic side effects, was largely to blame.
",2,-0.6539018,-2.1574907
"Eric had a motive as Elizabeth was on to him about cheque fraud and trying to blame Michael for it.
",2,0.6557975,-2.630974
"In the eyes of the military judges Johan Arnold Bloys van Treslong was solely to blame for the defeat at Camperdown.
",2,-0.8538725,-2.235652
"On 3 October, Polys Polyviou, the independent state-appointed investigator charged to look into potential responsibility by state and other officials leading to the 11 July blast, released a 643-page document detailing the findings of his investigation, concluding that Cypriot president Dimitris Christofias was mainly to blame for the events that led to the explosion.
",2,-0.9624862,-2.795881
"The Yugoslav authorities suspected that they were to blame for bringing down Flight 367.
",2,-0.940322,-2.3203852
"Several newspaper articles provide an epilogue to the story, revealing Dolores was cleared of any blame in Vera's death and anonymously donated Vera's fortune to the New England Home For Little Wanderers.
",1,-1.6300201,1.5473797
"Similarly, the Philippines were propagandized about ""American exploitation,"" ""American Imperialism,"" and ""American tyranny,"" and blame was laid on the United States for starting the war.
",1,-1.5621147,1.244423
"In the later stages of the fraudulent scheme, she managed to retain investors' trust by repeatedly bouncing blame and failures on other companies, groups, and individuals, including Brigham Young University students and professors, StormPay, ABC4 News of Salt Lake City, Utah and even the government of the United States.
",1,-1.2680091,2.47221
